sector-code,sector,sector-percentage,sector-vocabulary,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-13/H/56298/124,1,12/10/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Maternal and Child Health Care services to vulnerable population in the Sahel belt of,Contribute to the reduction of maternal and child mortality and morbidity rates by providing high impact evidence based packages of interventions,,2013-01-01,2013-12-31,,,,,,United Kingdom ,,Government,,,,United Nations Children's Fund,,Multilateral,TD,Chad,,,,,,,,,,,0,3630239,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:CHD-13/H/56298/124,1,12/10/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Maternal and Child Health Care services to vulnerable population in the Sahel belt of,Contribute to the reduction of maternal and child mortality and morbidity rates by providing high impact evidence based packages of interventions,,2013-01-01,2013-12-31,,,,,,United Kingdom ,,Government,,,,United Nations Children's Fund,,Multilateral,TD,Chad,,,,,,,,,,,0,3630239,0,0,0,0,0
15110,Economic And Development Policy/Planning,,OECD Development Assistance Committee,EU-2-2014-354502,,01/06/15 12:00 AM,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Réhabilitation des bureaux de la Commune de Koumra ,Goundi, Bedaya, Goundi, Bekamba, Bebo Pen, Moissala, Dembo, Bouna",,1,,2016-02-29,,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,TD,Chad,,,,,1,110,10,C01,3,,327384,0,0,0,0,0,0
,,100,OECD Development Assistance Committee,41122-Chad-0810/A0/04/809/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CT - GOVERNANCE AND SYSTEMS,;CT - GOVERNANCE AND SYSTEMS,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,French Committee for UNICEF,,Public Private Partnership,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,13262127,259573,12076403,0,0,0,0
43040,Rural Development,100,OECD Development Assistance Committee,SE-0-SE-6-7400268501-TCD-43040,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,PMU ram 2005-2006 Syd,"Aktiviteten ""PMU ram 2005-2006 Syd"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2005-01-01,2008-03-28,Pingst FFS/PMU Interlife,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,1,110,10,C01,,,9816.926288,9884.019367,0,0,0,0,0
72010,Material Relief Assistance And Services,100,OECD Development Assistance Committee,SE-0-SE-6-7400325201-TCD-72010,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,MSF CHAD,"Aktiviteten ""MSF CHAD"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2007-04-01,2008-09-28,Läkare utan gränser,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,1,110,10,C01,,,336584.387717,337237.76843,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-14/P-HR-RL/65422/R/5146,1,09/10/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Consolidating efforts to reduce child trafficking in Southern Chad,"Cases of child trafficking in Chad have been surfacing at least since 1990. In many cases, child victims of trafficking have come from the regions of Mandoul and West Tandjilé.  This project will focus on the following two strategic objectives to reduce child trafficking in these regions: 

SO1:  Increase the engagement and commitment of stakeholders and duty bearers to reducing child trafficking through open discussions, coordination and partnerships.
SO2: Increase the capacities of children, families, communities and local authorities to protect children from trafficking

To implement this project, CRS Chad will partner with the Diocesan Justice and Peace Commission (DJPC) of Lai and the Association pour la Récupération et l’Encadrement des Enfants en Détresse (ARED). All project partners will work closely with local authorities, civil society organizations, women´s associations and traditional and religious leaders. The project will also coordinate closely with organizations and UN agencies working on a national level, such as UNICEF and IOM, to magnify the project’s impact.

The influx of Chadian returnees fleeing the crisis in CAR poses serious protection problems, and most of the returnees are women and children (“Tchad: Retournes de RCA” SitRep #1; 8 Feb 2014; OCHA).  IOM has registered 70,913 CAR evacuees, 31% of whom are children (“IOM Chad: Influx from CAR”; 21 Feb 2014; IOM).  More than 780 unaccompanied or separated children have been registered in transit centers and entry points according to UNICEF.  Nevertheless, no assessment has suggested that these returnees are at a higher risk for child trafficking.  Consequently, CRS will do a rapid assessment among returnees to determine the risks of child trafficking and will implement this project with returnees if the assessment suggests child trafficking is a risk for this population as well.",,2014-01-01,2014-12-31,,,,,,United States of America,,Government,,,,Catholic Relief Services,,,TD,Chad,,,,,,,,,,,509299,0,0,0,0,0,0
72050,Relief Co-Ordination; Protection And Support Services,,OECD Development Assistance Committee,41127-FTS:CHD-14/P-HR-RL/65422/R/5146,1,09/10/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Consolidating efforts to reduce child trafficking in Southern Chad,"Cases of child trafficking in Chad have been surfacing at least since 1990. In many cases, child victims of trafficking have come from the regions of Mandoul and West Tandjilé.  This project will focus on the following two strategic objectives to reduce child trafficking in these regions: 

SO1:  Increase the engagement and commitment of stakeholders and duty bearers to reducing child trafficking through open discussions, coordination and partnerships.
SO2: Increase the capacities of children, families, communities and local authorities to protect children from trafficking

To implement this project, CRS Chad will partner with the Diocesan Justice and Peace Commission (DJPC) of Lai and the Association pour la Récupération et l’Encadrement des Enfants en Détresse (ARED). All project partners will work closely with local authorities, civil society organizations, women´s associations and traditional and religious leaders. The project will also coordinate closely with organizations and UN agencies working on a national level, such as UNICEF and IOM, to magnify the project’s impact.

The influx of Chadian returnees fleeing the crisis in CAR poses serious protection problems, and most of the returnees are women and children (“Tchad: Retournes de RCA” SitRep #1; 8 Feb 2014; OCHA).  IOM has registered 70,913 CAR evacuees, 31% of whom are children (“IOM Chad: Influx from CAR”; 21 Feb 2014; IOM).  More than 780 unaccompanied or separated children have been registered in transit centers and entry points according to UNICEF.  Nevertheless, no assessment has suggested that these returnees are at a higher risk for child trafficking.  Consequently, CRS will do a rapid assessment among returnees to determine the risks of child trafficking and will implement this project with returnees if the assessment suggests child trafficking is a risk for this population as well.",,2014-01-01,2014-12-31,,,,,,United States of America,,Government,,,,Catholic Relief Services,,,TD,Chad,,,,,,,,,,,509299,0,0,0,0,0,0
22020,Telecommunications,,OECD Development Assistance Committee,46002-P-TD-GB0-001,1,12/18/14 12:00 AM,en,African Development Bank Group,46002,Multilateral,"Appui Institutionnel à l' Office Nationale des Postes et
Télécommunications (ONPT)",Objectif global:    Développer les échanges économiques et améliorer les relations administratives et sociales Objectifs spécifiques: -   Améliorer la gestion du secteur des télécommunications;,3,1990-03-09,2001-03-31,1991-07-11,2001-03-31,,,,African Development Fund,46003,Multilateral,Government Of Chad,,Government,OFFICE NATIONALE DES POSTES ET TELECOMMUNICATION (ONPT),,,TD,Chad,,,,,2,,,,,,2293410.39,2052151.07,0,0,0,0,0
43040,Rural Development,,OECD Development Assistance Committee,EU-2-2013-332870,,01/06/15 12:00 AM,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Mission dévaluation à mi-parcours de la composante n°2 du Programme dAppui au Développement Local intégré à la gestion durable des Ressources Naturelle II (PADL II),"R1  Le niveau d'atteinte des résultats de la composante n°2 du PADL II est connu grâce à une analyse réalisée selon les critères du CAD de l'OCDE.
R2  Des solutions pertinentes pour la mise en place rapide de la fondation du PNZ et des recommandations d'amélioration d'intervention en développement dans la zone périphérique du PNZ sont proposées.
R3  Les recommandations pertinentes et les propositions d'amélioration de la mise en oeuvre sont formulées, réalistes et faciles à exécuter.",3,2013-12-30,2014-08-27,2013-12-30,2014-08-27,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,EDF,42003,,TD,Chad,,,,,1,110,10,C01,5,,29959,0,29959,0,0,0,0
43040,Rural Development,,OECD Development Assistance Committee,EU-2-2014-334320,,01/06/15 12:00 AM,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,PROJET FET : FEMMES- EAU- TERRE -A BILTINE,"Contribuer à i)  la résilience des femmes et leurs ménages face aux variabilités et risques climatique et sécuritaire ; ii) Contribuer à une meilleure gouvernance de leau et à la maitrise douvrage locale par la Société Civile et les Collectivités 
Objectif spécifique : 500  femmes agricultrices vulnérables   autour de 5 sous-bassins   accèdent en saison sèche aux terres de bas-fonds aménagés et gérés pour la production agro sylvo pastorale.",2,2014-01-29,2016-01-28,2014-01-29,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,Care Osterreich Verein Fur Entwicklungszusammenarbeit Und Humanitare Hilfe,,,TD,Chad,,,,,1,110,10,C01,5,,586723,395909,0,0,0,0,0
31163,Livestock,,OECD Development Assistance Committee,46002-P-TD-AAE-004,1,12/18/14 12:00 AM,en,African Development Bank Group,46002,Multilateral,Projet d'appui au Système d'élevage Pastoral,L'objectif spécifique est l'augmentation des productions animales en vue d'accroître les revenus des bénéficiaires sur une base durable.,3,2003-05-08,2012-06-30,2003-11-13,2012-06-30,,,,African Development Fund,46003,Multilateral,,,,CELLULE D'EXECUTION DU PROJET  REPA-FEM-MASF,,,TD,Chad,,,,,2,,,,,,15231015.86,15328217.45,0,0,994029.19,218416.31,0
11110,Education Policy And Administrative Management,,OECD Development Assistance Committee,46002-P-TD-IA0-001,1,12/18/14 12:00 AM,en,African Development Bank Group,46002,Multilateral,Projet Education V,"Le projet vise à  (i) promouvoir le plus grand accès à de meilleures infrastructures et conditions d'enseignement et d'apprentissage dans l'Enseignement technique et la formation professionnelle (ETFP) et (ii) renforcer les capacités de planification et de gestion de l'ETFP  en relation avec l'emploi. Le projet permettra de jeter  les bases d'un Enseignement technique et d'une formation professionnelle (ETFP) proactif, durable et capable de s'adapter aux besoins changeants du marché.",3,2001-05-29,2011-03-31,2002-05-02,2011-03-31,,,,African Development Fund,46003,Multilateral,Government Of Chad,,Government,CELLULE  DE SUIVI DES PROJETS EDUCATION,,,TD,Chad,,,,,2,,,,,,6283833.11,5784791.25,0,0,426872.72,155571.22,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-12/WS/44522/6861,1,07/06/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Project of prevention and fight against cholera,"Global Objective/ To Contribute to the improvement of living conditions and the improvement of individual and collective health of population of Ndjamena an LAC area

Specific objective 1: To fight against the spread of cholera and reducing or avoid the number of cases of cholera in the intervention areas

Specific objective 2 : To fight against risk behavior through the awareness of good hygiene practices.

Specific objective 3: To Promote access to basic sanitation infrastructure and the adoption of good practices concerning the OD (Open Defecation)  by using the CLTS approach.
",,2012-04-01,2013-03-31,,,,,,,,,,,,Secours Islamique,,,TD,Chad,,,,,,,,,,,0,0,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:CHD-12/WS/44522/6861,1,07/06/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Project of prevention and fight against cholera,"Global Objective/ To Contribute to the improvement of living conditions and the improvement of individual and collective health of population of Ndjamena an LAC area

Specific objective 1: To fight against the spread of cholera and reducing or avoid the number of cases of cholera in the intervention areas

Specific objective 2 : To fight against risk behavior through the awareness of good hygiene practices.

Specific objective 3: To Promote access to basic sanitation infrastructure and the adoption of good practices concerning the OD (Open Defecation)  by using the CLTS approach.
",,2012-04-01,2013-03-31,,,,,,,,,,,,Secours Islamique,,,TD,Chad,,,,,,,,,,,0,0,0,0,0,0,0
72010,Material Relief Assistance And Services,100,OECD Development Assistance Committee,CA-3-M013841001,1,10/31/14 12:00 AM,,,CA-3,Government,Pays multiples - Appels humanitaire de l'UNICEF 2013,"Mars 2013 - Fondé en 1946, le Fonds des Nations Unies pour l’enfance (UNICEF) s’est vu confier par l’Assemblée générale des Nations Unies le mandat de protéger les droits des enfants et des femmes dans les pays en développement, et ce, au moyen de programmes de développement et d’aide humanitaire. Dans les situations de crises humanitaires, les activités de l’UNICEF comprennent la fourniture de traitements pour la malnutrition aiguë sévère, les programmes d’hygiène, d’assainissement et d’approvisionnement en eau potable, l’éducation en situation d’urgence, les soins de santé de base, les services de protection pour les enfants et les femmes.     Grâce au soutien du Canada, les opérations d’urgence de l’UNICEF en 2013 en Birmanie (Myanmar), au Tchad, en République populaire démocratique de Corée, au Pakistan et en Somalie auront comme objectif de fournir protection et assistance à environ 9 millions de personnes touchées par les conflits, l’insécurité alimentaire, l’instabilité politique et la sécheresse.",3,,,2013-03-27,2013-12-31,,,,Canada,CA,Government,Agence canadienne de développement international,CA-1,Government,UNICEF - Fonds des Nations Unies pour l'enfance,41122,Multilateral,TD;SO;PK;MM;KP,"Chad;Somalia;Pakistan;Myanmar;Korea, Democratic People'S Republic Of",;;;;,,,,1,110,10,B03,,,7800000,0,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-13/WS/56271/15591,1,06/21/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Promotion de l’hygiène dans 10 écoles primaires et dans les ménages de 02 quartiers à N’Djaména et 05 écoles primaires à Mandelia,"promouvoir l’accès à l’eau potable, aux services d’assainissement de base en vue d’un changement de comportement en matière d’hygiène en milieu scolaire et dans les ménages.",,2013-01-01,2013-12-31,,,,,,,,,,,,"Ecole Saine, Ménage Sain",,,TD,Chad,,,,,,,,,,,0,0,0,0,0,0,0
